y_true,y_score
0,0.03649178892374039
1,0.9597263336181641
1,0.9862175583839417
0,0.5515800714492798
0,0.9804948568344116
0,0.9781330823898315
1,0.9782493114471436
0,0.3804526627063751
1,0.9880768060684204
1,0.9873923659324646
1,0.973854124546051
1,0.9721411466598511
1,0.6901143789291382
1,0.45479074120521545
1,0.01393693033605814
0,0.08017747104167938
1,0.041798193007707596
1,0.6439917087554932
1,0.9807468056678772
1,0.9824939370155334
1,0.982991635799408
1,0.9248208403587341
1,0.7460092306137085
1,0.9577884078025818
1,0.9307696223258972
1,0.9861879944801331
1,0.47003844380378723
0,0.8286058902740479
1,0.9309577345848083
1,0.9782982468605042
1,0.9444056749343872
0,0.013432423584163189
1,0.9840883016586304
1,0.9496816992759705
1,0.8989682197570801
0,0.6095729470252991
1,0.9653576016426086
1,0.49664294719696045
1,0.8915349841117859
0,0.009266507811844349
1,0.6595028042793274
1,0.9749670624732971
1,0.9759407639503479
1,0.9897779822349548
0,0.8821861147880554
0,0.006664828862994909
1,0.9740402698516846
1,0.06904829293489456
0,0.024986499920487404
0,0.025882232934236526
1,0.9855881929397583
1,0.9507330060005188
1,0.9875351190567017
1,0.07221056520938873
1,0.978864312171936
1,0.24218027293682098
1,0.8965791463851929
1,0.9246560335159302
1,0.8701469302177429
1,0.9620679616928101
1,0.009887965396046638
1,0.7588720321655273
1,0.9397604465484619
1,0.6032005548477173
1,0.9881036877632141
0,0.04548189043998718
1,0.8697268962860107
1,0.24851752817630768
1,0.9789957404136658
1,0.7788544297218323
1,0.9846753478050232
0,0.010362452827394009
1,0.9840993881225586
1,0.9802367091178894
0,0.5287986993789673
1,0.9749828577041626
1,0.5424647927284241
1,0.8053058981895447
1,0.04471035674214363
1,0.10712533444166183
1,0.9904282093048096
0,0.6668496131896973
0,0.15194092690944672
1,0.7014536261558533
1,0.6510360836982727
0,0.024117669090628624
0,0.18301966786384583
1,0.9893613457679749
1,0.9204978346824646
1,0.9523590207099915
1,0.974266529083252
0,0.03442464396357536
1,0.9737029671669006
1,0.4681771397590637
1,0.9577011466026306
0,0.07017107307910919
1,0.9406976103782654
1,0.11430179327726364
1,0.9236595034599304
0,0.9656025171279907
1,0.3602830767631531
1,0.8645265102386475
1,0.9789642095565796
1,0.6953058242797852
0,0.02106022834777832
0,0.4684526026248932
1,0.92478346824646
0,0.00717764999717474
1,0.989787220954895
1,0.9857825040817261
1,0.9853179454803467
0,0.8618906736373901
1,0.9610702991485596
1,0.7218935489654541
0,0.17848892509937286
1,0.9627367258071899
1,0.9666946530342102
1,0.9723447561264038
1,0.04629083350300789
1,0.05650579184293747
1,0.7194154262542725
1,0.9447780847549438
1,0.8343660831451416
1,0.6772105693817139
0,0.013661421835422516
1,0.9506933093070984
0,0.5291541218757629
1,0.020669158548116684
0,0.004705055616796017
0,0.00769921625033021
1,0.9858593344688416
1,0.06952466815710068
1,0.4250328242778778
1,0.10329384356737137
1,0.049931202083826065
1,0.9863868951797485
1,0.32087278366088867
0,0.007581204641610384
1,0.01308477483689785
1,0.3593755066394806
0,0.03302708640694618
1,0.9764903783798218
1,0.23026584088802338
0,0.3722135126590729
1,0.6555837392807007
1,0.4556690752506256
1,0.6858720183372498
1,0.2828584313392639
1,0.8622356653213501
0,0.9837671518325806
1,0.9669791460037231
1,0.834575891494751
0,0.010858861729502678
1,0.01869014836847782
1,0.976366400718689
1,0.008244280703365803
1,0.12134763598442078
1,0.9840155839920044
1,0.9865639209747314
1,0.919730007648468
0,0.0443754568696022
1,0.9440805315971375
1,0.9900853633880615
1,0.3127094805240631
1,0.9501594305038452
1,0.981099545955658
1,0.9024285674095154
1,0.9297476410865784
1,0.07834934443235397
1,0.3051130771636963
1,0.6298513412475586
0,0.2253570854663849
0,0.01658942736685276
0,0.008360552601516247
1,0.9757068157196045
1,0.448803186416626
1,0.3651934564113617
0,0.021394990384578705
1,0.6041952967643738
0,0.029242869466543198
0,0.4881535470485687
1,0.9873243570327759
1,0.6052654981613159
1,0.9706794619560242
1,0.9620983600616455
1,0.8444696664810181
0,0.01510162279009819
1,0.9817934036254883
1,0.9420027732849121
1,0.9476890563964844
1,0.6660400032997131
1,0.27041923999786377
1,0.01504067238420248
0,0.057315729558467865
1,0.9341537356376648
1,0.9451218843460083
1,0.9673568606376648
1,0.9554830193519592
1,0.9830927848815918
1,0.9785168766975403
1,0.478618860244751
1,0.9862933158874512
1,0.0443798191845417
1,0.44778093695640564
1,0.8500853180885315
1,0.07685791701078415
1,0.7431069016456604
1,0.03147244453430176
1,0.9106230735778809
1,0.9359281659126282
1,0.2522753179073334
1,0.8919681310653687
0,0.9788689017295837
0,0.67697674036026
1,0.9822046160697937
1,0.9694961309432983
1,0.9826839566230774
0,0.05811872333288193
1,0.8882200717926025
1,0.10311880707740784
1,0.9718384146690369
1,0.5445381999015808
0,0.7975272536277771
1,0.968303382396698
1,0.9876816272735596
1,0.9622892141342163
1,0.9836815595626831
1,0.3830561935901642
1,0.07309147715568542
1,0.9367399215698242
1,0.11412537842988968
1,0.9844872355461121
1,0.49093499779701233
1,0.8311506509780884
0,0.053249724209308624
1,0.17130082845687866
1,0.5372796654701233
1,0.9145709276199341
1,0.5498022437095642
1,0.01490678358823061
1,0.7993332743644714
1,0.1555240899324417
1,0.005919188726693392
1,0.8245666027069092
0,0.9653503894805908
1,0.7335823178291321
1,0.9739491939544678
0,0.019523657858371735
0,0.004327333532273769
1,0.06125527620315552
0,0.9855440258979797
1,0.9225133657455444
1,0.45732104778289795
1,0.9898804426193237
1,0.08767610043287277
1,0.8701171278953552
1,0.9168103933334351
1,0.9483388662338257
1,0.7682641744613647
1,0.9904362559318542
1,0.9575637578964233
1,0.47071582078933716
0,0.6090513467788696
1,0.30888715386390686
1,0.8018026351928711
0,0.7980012893676758
0,0.055935803800821304
1,0.950075626373291
1,0.7952044606208801
1,0.9827950596809387
